id chrom gene_start gene_end
ENSSSCG00000012825 X 125036508 125056453
ENSSSCG00000035846 X 125068093 125068188
ENSSSCG00000012827 X 125124224 125125168
ENSSSCG00000049540 X 125150743 125152773
ENSSSCG00000012824 X 125158154 125209035
ENSSSCG00000012823 X 125218923 125229525
ENSSSCG00000019396 X 125223337 125223469
ENSSSCG00000012822 X 125229450 125350853
ENSSSCG00000055917 X 125255157 125259938
ENSSSCG00000057758 X 125279642 125279983
ENSSSCG00000054901 X 125281053 125282213
ENSSSCG00000012817 X 125354021 125372610
ENSSSCG00000062015 X 125372941 125376999
ENSSSCG00000012816 X 125377350 125381178
ENSSSCG00000012813 X 125383414 125439082
ENSSSCG00000012812 X 125452461 125464796
ENSSSCG00000012811 X 125480808 125506771
ENSSSCG00000024233 X 125520497 125527379
ENSSSCG00000057979 X 125535299 125536459
ENSSSCG00000055307 X 125537528 125537869
ENSSSCG00000039998 X 125546467 125570523
ENSSSCG00000063292 X 125568093 125568434
ENSSSCG00000058962 X 125581280 125584067
ENSSSCG00000038442 X 125598116 125673669
ENSSSCG00000059845 X 125698318 125700522
ENSSSCG00000035312 X 125714225 125715549
ENSSSCG00000034345 X 125754671 125763636
ENSSSCG00000048241 X 125838181 125839437
ENSSSCG00000029615 X 125863292 125917225
ENSSSCG00000031489 7 43487 96267
ENSSSCG00000033381 7 133371 149609
ENSSSCG00000000985 7 195083 341442
ENSSSCG00000041494 7 296890 304358
ENSSSCG00000063194 7 345810 351861
ENSSSCG00000062092 7 552061 557332
ENSSSCG00000059604 7 628480 631556
ENSSSCG00000059227 7 664023 664730
ENSSSCG00000000991 7 664373 665563
ENSSSCG00000045333 7 687393 713693
ENSSSCG00000037195 7 715001 720104
ENSSSCG00000000994 7 752592 1285550
ENSSSCG00000039756 7 837171 838805
ENSSSCG00000044466 7 1431354 1434258
ENSSSCG00000028777 7 1567817 1657419
ENSSSCG00000001010 7 1656984 1667879
ENSSSCG00000001011 7 1684215 1693299
ENSSSCG00000031615 7 1721383 1735074
ENSSSCG00000038404 7 1752689 1776087
ENSSSCG00000020758 7 1792876 1806301
ENSSSCG00000001009 7 1841239 1880699
ENSSSCG00000020579 7 1868899 1869006
ENSSSCG00000001008 7 1882720 1909854
ENSSSCG00000062050 7 1910269 1914761
ENSSSCG00000062339 7 1922582 1926336
ENSSSCG00000033655 7 1951407 1956119
ENSSSCG00000036988 7 1980292 1988727
ENSSSCG00000001004 7 1988696 2131908
ENSSSCG00000025582 7 2231293 2248863
ENSSSCG00000026323 7 2309088 2310080
ENSSSCG00000062502 7 2318528 2379244
ENSSSCG00000001002 7 2382495 2412908
ENSSSCG00000001001 7 2419517 2426946
ENSSSCG00000001000 7 2421054 2446319
ENSSSCG00000033701 7 2487600 2569284
ENSSSCG00000050204 7 2503559 2527735
ENSSSCG00000041051 7 2540631 2642780
ENSSSCG00000000999 7 2846090 2966240
ENSSSCG00000000998 7 2987271 3005271
ENSSSCG00000000997 7 3051149 3052210
ENSSSCG00000041566 7 3055192 3057806
ENSSSCG00000031269 7 3070470 3192922
ENSSSCG00000062130 7 3193394 3201908
ENSSSCG00000038717 7 3262396 3557407
ENSSSCG00000057555 7 3565012 3567620
ENSSSCG00000026211 7 3682571 3691349
ENSSSCG00000024310 7 3751292 3900762
ENSSSCG00000036763 7 3835426 3835513
ENSSSCG00000020344 7 3891019 3891153
ENSSSCG00000032355 7 4108118 4156625
ENSSSCG00000057323 7 4227067 4234547
ENSSSCG00000054700 7 4374623 4377771
ENSSSCG00000063361 7 4472550 4478444
ENSSSCG00000052219 7 4498981 4502966
ENSSSCG00000059699 7 4505496 4508775
ENSSSCG00000062087 7 4512884 4576103
ENSSSCG00000058002 7 4540160 4541726
ENSSSCG00000058911 7 4549602 4553530
ENSSSCG00000057939 7 4551457 4569135
ENSSSCG00000052423 7 4579103 4579360
ENSSSCG00000001021 7 4621853 4638176
ENSSSCG00000001022 7 4652921 4685901
ENSSSCG00000062690 7 4691386 4695717
ENSSSCG00000038886 7 4707760 4750673
ENSSSCG00000001024 7 4750752 4782448
ENSSSCG00000043207 7 4782798 4787019
ENSSSCG00000060969 7 4787836 4791784
ENSSSCG00000043136 7 4802723 4804856
ENSSSCG00000001025 7 4862649 4915623
ENSSSCG00000054515 7 4905378 4905484
ENSSSCG00000046358 7 4919351 4936036
ENSSSCG00000001027 7 5058817 5210270
ENSSSCG00000034131 7 5210064 5236812
ENSSSCG00000058459 7 5293687 5299459
ENSSSCG00000040593 7 5321655 5363538
ENSSSCG00000036257 7 5370967 5390633
ENSSSCG00000057567 7 5552549 5552959
ENSSSCG00000001033 7 5579152 5606531
ENSSSCG00000056029 7 5606704 5774882
ENSSSCG00000041802 7 5795175 5800942
ENSSSCG00000050804 7 5833317 5841474
ENSSSCG00000059658 7 5848976 5851480
ENSSSCG00000060143 7 5996526 5999790
ENSSSCG00000050229 7 6145397 6158068
ENSSSCG00000060895 7 6239146 6244645
ENSSSCG00000057071 7 6353408 6358151
ENSSSCG00000039534 7 6393454 6393532
ENSSSCG00000063240 7 6657840 6661281
ENSSSCG00000057482 7 6813108 6818049
ENSSSCG00000001036 7 7221656 7244612
ENSSSCG00000062258 7 7328839 7330657
ENSSSCG00000062137 7 7347693 7352697
ENSSSCG00000033009 7 7360604 7422198
ENSSSCG00000001040 7 7430542 7437789
ENSSSCG00000001041 7 7444789 7456716
ENSSSCG00000001038 7 7462242 7473800
ENSSSCG00000001042 7 7482097 7538282
ENSSSCG00000035562 7 7564252 7570523
ENSSSCG00000051558 7 7574372 7640989
ENSSSCG00000001045 7 7651601 7774018
ENSSSCG00000041131 7 7774542 7779936
ENSSSCG00000032146 7 7780178 7784029
ENSSSCG00000023956 7 7807044 7914061
ENSSSCG00000021771 7 8063747 8063907
ENSSSCG00000037420 7 8093890 8127414
ENSSSCG00000059998 7 8128214 8132381
ENSSSCG00000036991 7 8135209 8135268
ENSSSCG00000057403 7 8179976 8183120
ENSSSCG00000054716 7 8237291 8242489
ENSSSCG00000001048 7 8243371 8313648
ENSSSCG00000055947 7 8368567 8373606
ENSSSCG00000001049 7 8515901 8661151
ENSSSCG00000035598 7 8751695 8758348
ENSSSCG00000001052 7 9105874 9666881
ENSSSCG00000046784 7 9600792 9601250
ENSSSCG00000001053 7 9685266 9708781
ENSSSCG00000035867 7 9735660 9853788
ENSSSCG00000031129 7 9951030 9968448
ENSSSCG00000040816 7 9971209 9983827
ENSSSCG00000001056 7 9976096 10057669
ENSSSCG00000039772 7 10085297 10085374
ENSSSCG00000055180 7 10106647 10112194
ENSSSCG00000001057 7 10116201 10119393
ENSSSCG00000054763 7 10119546 10142895
ENSSSCG00000038290 7 10201803 10255854
ENSSSCG00000062787 7 10283934 10289099
ENSSSCG00000053696 7 10318963 10356527
ENSSSCG00000062866 7 10334922 10342056
ENSSSCG00000021576 7 10359211 10385961
ENSSSCG00000061709 7 10388634 10392976
ENSSSCG00000057655 7 10448501 10453752
ENSSSCG00000046603 7 10592596 10619801
ENSSSCG00000055500 7 10659648 10665286
ENSSSCG00000058946 7 10695410 10701029
ENSSSCG00000052666 7 10697254 10700264
ENSSSCG00000045903 7 10704793 10715190
ENSSSCG00000052083 7 10727790 10732040
ENSSSCG00000061673 7 10751766 10756332
ENSSSCG00000039116 7 10759172 10759239
ENSSSCG00000059169 7 10774667 10779030
ENSSSCG00000054244 7 10815681 10819650
ENSSSCG00000054280 7 10840238 10844363
ENSSSCG00000048939 7 10908130 10913342
ENSSSCG00000060939 7 10927457 10930955
ENSSSCG00000056741 7 10977989 10982940
ENSSSCG00000042180 7 11006048 11007300
ENSSSCG00000001060 7 11239692 11240513
ENSSSCG00000047706 7 11242234 11245363
ENSSSCG00000042973 7 11244993 11255004
ENSSSCG00000001061 7 11359230 11601401
ENSSSCG00000001062 7 11600795 11720318
ENSSSCG00000052001 7 11792818 11799210
ENSSSCG00000054172 7 12030297 12036022
ENSSSCG00000061595 7 12081046 12085024
ENSSSCG00000057253 7 12082461 12087202
ENSSSCG00000001063 7 12117240 12137925
ENSSSCG00000051868 7 12151378 12157710
ENSSSCG00000058123 7 12159142 12163972
ENSSSCG00000048681 7 12164552 12164661
ENSSSCG00000053187 7 12168242 12172713
ENSSSCG00000052424 7 12192918 12196103
ENSSSCG00000057138 7 12233821 12236872
ENSSSCG00000001064 7 12254388 12299531
ENSSSCG00000001065 7 12301013 12457450
ENSSSCG00000050012 7 12438736 12440471
ENSSSCG00000058629 7 12474937 12477574
ENSSSCG00000057245 7 12474937 12477964
ENSSSCG00000054597 7 12635045 12641585
ENSSSCG00000058334 7 12657382 12665985
ENSSSCG00000055322 7 12657382 12661087
ENSSSCG00000054733 7 12674017 12679268
ENSSSCG00000054839 7 12708063 12712551
ENSSSCG00000049507 7 12722155 12727995
ENSSSCG00000056107 7 12790403 12796891
ENSSSCG00000055644 7 12791824 12795965
ENSSSCG00000047883 7 12897340 12929766
ENSSSCG00000063452 7 12937057 12941918
ENSSSCG00000001067 7 13014741 13039651
ENSSSCG00000038455 7 13126251 13137773
ENSSSCG00000061649 7 13137871 13143073
ENSSSCG00000001068 7 13211574 13350961
ENSSSCG00000044511 7 13351020 13354022
ENSSSCG00000001070 7 13378139 13390889
ENSSSCG00000026034 7 13393547 13466504
ENSSSCG00000052910 7 13485285 13489004
ENSSSCG00000020858 7 13498222 13716757
ENSSSCG00000055052 7 13542371 13542477
ENSSSCG00000036241 7 13578634 13582453
ENSSSCG00000041556 7 13779612 13780116
ENSSSCG00000058440 7 13813076 13817022
ENSSSCG00000001072 7 13816246 13817644
ENSSSCG00000045446 7 13817107 13818111
ENSSSCG00000001073 7 13820866 13846012
ENSSSCG00000001074 7 13845942 13901255
ENSSSCG00000001075 7 13901569 13935482
ENSSSCG00000001076 7 13946658 14119091
ENSSSCG00000057297 7 14145767 14316616
ENSSSCG00000018878 7 14181388 14181547
ENSSSCG00000056991 7 14410835 14416065
ENSSSCG00000051999 7 14424138 14427376
ENSSSCG00000054022 7 14454242 14556633
ENSSSCG00000056157 7 14539291 14541612
ENSSSCG00000044602 7 14695398 14697932
ENSSSCG00000057818 7 14794264 14800200
ENSSSCG00000058684 7 14812934 14819727
ENSSSCG00000045538 7 14871629 14871793
ENSSSCG00000060631 7 15013852 15018988
ENSSSCG00000062119 7 15136203 15141586
ENSSSCG00000052118 7 15141979 15148221
ENSSSCG00000024312 7 15281757 15282839
ENSSSCG00000060369 7 15320925 15325970
ENSSSCG00000047945 7 15432503 15436080
ENSSSCG00000048413 7 15436261 15514504
ENSSSCG00000001078 7 15532015 15643692
ENSSSCG00000061537 7 15762164 15769437
ENSSSCG00000040178 7 15794178 15870204
ENSSSCG00000001080 7 15910666 16626276
ENSSSCG00000055482 7 16334344 16335232
ENSSSCG00000060972 7 16718307 16722998
ENSSSCG00000043011 7 16725970 16842215
ENSSSCG00000045064 7 16726212 16840114
ENSSSCG00000048623 7 16775083 16780332
ENSSSCG00000054169 7 16797943 16803063
ENSSSCG00000056705 7 16815061 16823756
ENSSSCG00000050667 7 16841535 16851395
ENSSSCG00000053964 7 16858135 16863194
ENSSSCG00000056309 7 16891319 16892752
ENSSSCG00000054652 7 16892893 16895488
ENSSSCG00000060833 7 16893538 16899444
ENSSSCG00000049691 7 16945438 17345983
ENSSSCG00000039721 7 17451367 17463710
ENSSSCG00000001083 7 17695258 17696497
ENSSSCG00000058798 7 17739044 17742210
ENSSSCG00000018237 7 17741164 17741326
ENSSSCG00000052515 7 17744920 17749427
ENSSSCG00000046828 7 17768054 17774533
ENSSSCG00000058429 7 17792620 17798780
ENSSSCG00000053498 7 17826219 17834852
ENSSSCG00000056854 7 17881151 17885041
ENSSSCG00000056988 7 17944096 17950197
ENSSSCG00000063192 7 18000895 18004568
ENSSSCG00000062308 7 18010267 18017614
ENSSSCG00000052995 7 18021031 18024159
ENSSSCG00000059988 7 18034472 18039482
ENSSSCG00000059814 7 18035170 18038314
ENSSSCG00000052891 7 18042399 18048792
ENSSSCG00000051416 7 18042919 18048783
ENSSSCG00000060509 7 18049342 18057889
ENSSSCG00000048887 7 18062140 18064962
ENSSSCG00000057360 7 18066419 18073006
ENSSSCG00000053838 7 18066737 18073384
ENSSSCG00000060258 7 18085492 18090243
ENSSSCG00000057173 7 18085515 18090226
ENSSSCG00000058441 7 18112091 18117813
ENSSSCG00000055949 7 18131551 18137318
ENSSSCG00000054723 7 18143685 18152038
ENSSSCG00000047111 7 18145465 18150285
ENSSSCG00000053229 7 18394618 18400055
ENSSSCG00000055025 7 18409314 18413357
ENSSSCG00000053769 7 18460449 18464278
ENSSSCG00000034957 7 18461192 18461295
ENSSSCG00000044421 7 18467027 18471585
ENSSSCG00000058631 7 18478875 18483720
ENSSSCG00000057347 7 18504122 18507642
ENSSSCG00000058995 7 18524051 18529507
ENSSSCG00000047609 7 18529921 18538631
ENSSSCG00000062922 7 18533536 18538396
ENSSSCG00000050276 7 18553699 18558823
ENSSSCG00000053876 7 18553765 18557300
ENSSSCG00000062434 7 18580161 18619221
ENSSSCG00000057284 7 18644191 18649085
ENSSSCG00000059297 7 18714257 18719625
ENSSSCG00000061295 7 18750612 18754757
ENSSSCG00000059942 7 18757259 18764520
ENSSSCG00000026343 7 18896364 18896476
ENSSSCG00000021696 7 19007781 19027226
ENSSSCG00000001085 7 19048088 19219075
ENSSSCG00000035559 7 19218804 19219052
ENSSSCG00000057632 7 19234493 19236720
ENSSSCG00000001087 7 19244661 19291531
ENSSSCG00000018322 7 19250230 19250358
ENSSSCG00000001088 7 19272032 19272388
ENSSSCG00000001089 7 19291174 19346619
ENSSSCG00000001090 7 19351361 19379098
ENSSSCG00000001091 7 19383196 19486265
ENSSSCG00000001092 7 19489384 19502520
ENSSSCG00000036411 7 19502627 19510810
ENSSSCG00000038752 7 19509691 19524830
ENSSSCG00000041508 7 19551996 19553882
ENSSSCG00000001095 7 19586002 19595344
ENSSSCG00000001096 7 19598807 19602084
ENSSSCG00000001097 7 19609358 19838093
ENSSSCG00000001098 7 19631180 19632596
ENSSSCG00000019770 7 19686202 19686307
ENSSSCG00000048600 7 19762454 19766643
ENSSSCG00000043446 7 19849334 19852802
ENSSSCG00000001099 7 19870966 19955759
ENSSSCG00000001100 7 20036944 20353420
ENSSSCG00000001101 7 20389493 20432978
ENSSSCG00000041660 7 20464408 20464803
ENSSSCG00000063423 7 20465129 20465512
ENSSSCG00000057021 7 20470344 20470727
ENSSSCG00000001105 7 20471026 20472073
ENSSSCG00000031944 7 20491902 20520656
ENSSSCG00000046594 7 20521543 20534698
ENSSSCG00000001107 7 20523022 20574460
ENSSSCG00000037547 7 20596549 20643868
ENSSSCG00000036191 7 20644244 20663423
ENSSSCG00000035153 7 20682652 20704192
ENSSSCG00000048343 7 20717188 20717843
ENSSSCG00000047079 7 20719674 20720715
ENSSSCG00000059526 7 20721470 20721781
ENSSSCG00000031928 7 20725431 20725741
ENSSSCG00000061876 7 20728662 20729072
ENSSSCG00000054693 7 20729997 20730389
ENSSSCG00000037565 7 20735561 20744356
ENSSSCG00000062067 7 20737560 20737969
ENSSSCG00000037682 7 20758741 20767000
ENSSSCG00000059243 7 20773608 20773919
ENSSSCG00000056761 7 20775859 20776497
ENSSSCG00000058610 7 20781922 20785616
ENSSSCG00000045769 7 20788510 20789257
ENSSSCG00000053280 7 20789769 20790161
ENSSSCG00000021411 7 20821091 20829493
ENSSSCG00000040540 7 20830246 20831173
ENSSSCG00000057602 7 20842229 20842608
ENSSSCG00000060975 7 20849712 20850023
ENSSSCG00000033606 7 20853870 20866266
ENSSSCG00000056496 7 20853958 20855172
ENSSSCG00000052435 7 20855406 20858338
ENSSSCG00000001137 7 20862952 20882307
ENSSSCG00000052704 7 20872628 20875404
ENSSSCG00000056247 7 20887331 20887642
ENSSSCG00000054633 7 20891746 20892057
ENSSSCG00000053072 7 20896374 20896784
ENSSSCG00000055820 7 20897823 20898203
ENSSSCG00000060961 7 20904846 20905256
ENSSSCG00000053139 7 20906355 20906747
ENSSSCG00000056711 7 20907099 20908327
ENSSSCG00000053691 7 20911248 20911559
ENSSSCG00000047152 7 20912746 20914475
ENSSSCG00000001131 7 20954224 20965132
ENSSSCG00000001132 7 20977442 20985070
ENSSSCG00000020696 7 20998957 21003134
ENSSSCG00000038191 7 21024635 21027794
ENSSSCG00000061778 7 21037714 21038661
ENSSSCG00000054703 7 21051435 21052382
ENSSSCG00000061496 7 21063402 21064349
ENSSSCG00000061451 7 21073313 21074260
ENSSSCG00000053508 7 21085844 21086791
ENSSSCG00000055867 7 21096333 21097280
ENSSSCG00000056073 7 21117957 21118904
ENSSSCG00000001156 7 21127869 21143387
ENSSSCG00000035331 7 21176239 21182879
ENSSSCG00000062055 7 21202366 21207713
ENSSSCG00000039020 7 21211452 21211883
ENSSSCG00000054132 7 21220123 21220503
ENSSSCG00000033451 7 21220799 21223115
ENSSSCG00000056814 7 21225012 21225323
ENSSSCG00000056180 7 21225879 21226259
ENSSSCG00000047716 7 21226552 21232705
ENSSSCG00000056213 7 21236618 21245463
ENSSSCG00000053395 7 21257876 21261046
ENSSSCG00000025410 7 21276965 21285311
ENSSSCG00000042999 7 21338702 21342128
ENSSSCG00000059172 7 21345821 21350583
ENSSSCG00000061527 7 21370407 21373615
ENSSSCG00000046879 7 21389493 21400439
ENSSSCG00000001164 7 21413350 21435221
ENSSSCG00000039853 7 21459700 21459787
ENSSSCG00000048452 7 21523748 21547890
ENSSSCG00000050728 7 21526383 21526499
ENSSSCG00000041434 7 21559164 21566472
ENSSSCG00000032465 7 21582095 21582474
ENSSSCG00000057847 7 21582787 21621332
ENSSSCG00000033550 7 21585246 21585826
ENSSSCG00000059703 7 21588895 21589206
ENSSSCG00000032609 7 21592997 21593389
ENSSSCG00000044013 7 21593674 21610624
ENSSSCG00000036231 7 21595878 21596188
ENSSSCG00000059574 7 21600735 21601046
ENSSSCG00000054032 7 21605299 21606521
ENSSSCG00000041356 7 21614987 21621632
ENSSSCG00000059511 7 21620302 21621694
ENSSSCG00000057661 7 21626400 21626711
ENSSSCG00000059210 7 21630379 21632458
ENSSSCG00000046222 7 21632862 21936037
ENSSSCG00000045952 7 21634214 21634578
ENSSSCG00000047304 7 21676067 21688732
ENSSSCG00000028136 7 21706974 21707903
ENSSSCG00000023516 7 21732420 21734078
ENSSSCG00000054786 7 21773855 21774799
ENSSSCG00000058934 7 21836754 21837692
ENSSSCG00000061386 7 21855215 21856159
ENSSSCG00000052503 7 21885470 21886406
ENSSSCG00000054486 7 21925368 21926309
ENSSSCG00000056389 7 21936214 21946015
ENSSSCG00000022664 7 21950413 21965692
ENSSSCG00000057382 7 21973232 21978176
ENSSSCG00000001201 7 21981150 22000819
ENSSSCG00000001202 7 22007384 22011972
ENSSSCG00000057663 7 22031575 22039831
ENSSSCG00000021069 7 22045945 22055739
ENSSSCG00000001203 7 22082171 22089673
ENSSSCG00000001204 7 22093059 22101839
ENSSSCG00000001205 7 22108647 22110123
ENSSSCG00000001206 7 22114868 22132502
ENSSSCG00000001207 7 22137966 22156952
ENSSSCG00000025335 7 22173457 22181192
ENSSSCG00000001209 7 22186048 22210072
ENSSSCG00000037512 7 22215053 22229218
ENSSSCG00000001211 7 22234166 22235110
ENSSSCG00000001213 7 22256038 22267992
ENSSSCG00000001214 7 22291986 22300727
ENSSSCG00000001216 7 22310608 22332370
ENSSSCG00000028462 7 22447401 22447507
ENSSSCG00000063565 7 22450197 22450973
ENSSSCG00000063566 7 22458374 22458794
ENSSSCG00000063564 7 22459351 22460194
ENSSSCG00000001254 7 22463261 22464196
ENSSSCG00000063567 7 22474518 22475460
ENSSSCG00000033935 7 22480312 22481232
ENSSSCG00000001253 7 22498679 22499596
ENSSSCG00000001252 7 22500601 22515602
ENSSSCG00000055995 7 22515697 22516635
ENSSSCG00000063568 7 22527596 22528534
ENSSSCG00000031213 7 22540818 22541748
ENSSSCG00000001242 7 22548566 22577771
ENSSSCG00000001248 7 22595395 22609189
ENSSSCG00000001247 7 22605122 22626761
ENSSSCG00000063569 7 22615041 22627243
ENSSSCG00000001245 7 22626846 22631555
ENSSSCG00000024259 7 22633815 22636987
ENSSSCG00000025208 7 22636904 22642612
ENSSSCG00000031511 7 22649671 22649768
ENSSSCG00000022261 7 22665346 22681617
ENSSSCG00000001236 7 22702925 22717511
ENSSSCG00000001234 7 22718000 22731491
ENSSSCG00000001235 7 22731274 22743146
ENSSSCG00000001233 7 22756341 22780259
ENSSSCG00000001232 7 22780491 22805638
ENSSSCG00000060989 7 22824137 22827965
ENSSSCG00000063560 7 22851888 22854942
ENSSSCG00000063561 7 22868043 22873462
ENSSSCG00000062469 7 22888634 22892409
ENSSSCG00000063556 7 22916978 22920064
ENSSSCG00000001229 7 22938015 22942737
ENSSSCG00000052432 7 22956090 22959511
ENSSSCG00000024161 7 22974434 22976862
ENSSSCG00000061628 7 22986548 22989609
ENSSSCG00000001341 7 23000778 23015545
ENSSSCG00000042638 7 23010711 23047468
ENSSSCG00000041410 7 23019396 23023467
ENSSSCG00000001342 7 23047148 23062972
ENSSSCG00000021130 7 23064366 23066293
ENSSSCG00000001372 7 23098185 23112950
ENSSSCG00000041831 7 23104369 23104461
ENSSSCG00000025892 7 23112529 23120102
ENSSSCG00000001346 7 23126283 23143994
ENSSSCG00000001347 7 23148834 23166209
ENSSSCG00000029425 7 23165946 23172998
ENSSSCG00000024604 7 23173438 23185451
ENSSSCG00000025943 7 23185599 23190292
ENSSSCG00000001376 7 23190656 23208087
ENSSSCG00000031492 7 23211805 23222186
ENSSSCG00000023639 7 23222307 23225522
ENSSSCG00000001362 7 23229508 23247641
ENSSSCG00000001379 7 23247736 23252240
ENSSSCG00000022725 7 23252326 23265145
ENSSSCG00000027607 7 23265556 23266827
ENSSSCG00000001382 7 23373777 23391585
ENSSSCG00000061414 7 23398449 23404260
ENSSSCG00000001384 7 23404429 23416442
ENSSSCG00000037154 7 23420433 23421417
ENSSSCG00000045986 7 23429415 23439344
ENSSSCG00000045189 7 23452572 23456474
ENSSSCG00000063585 7 23469389 23473170
ENSSSCG00000001388 7 23515589 23516912
ENSSSCG00000030903 7 23520142 23524372
ENSSSCG00000055497 7 23540344 23542930
ENSSSCG00000001391 7 23543752 23558052
ENSSSCG00000001392 7 23558353 23562072
ENSSSCG00000001393 7 23564652 23570600
ENSSSCG00000063586 7 23594140 23596448
ENSSSCG00000001394 7 23596895 23616047
ENSSSCG00000001395 7 23614454 23622301
ENSSSCG00000001396 7 23622403 23625821
ENSSSCG00000001398 7 23634731 23638726
ENSSSCG00000056738 7 23645335 23649292
ENSSSCG00000023018 7 23656618 23658099
ENSSSCG00000001400 7 23658086 23669046
ENSSSCG00000018494 7 23664039 23664115
ENSSSCG00000019780 7 23668175 23668252
ENSSSCG00000063578 7 23669494 23670339
ENSSSCG00000001401 7 23670972 23673837
ENSSSCG00000001402 7 23673297 23685088
ENSSSCG00000001403 7 23696040 23698299
ENSSSCG00000060860 7 23699628 23702415
ENSSSCG00000052357 7 23704841 23706745
ENSSSCG00000030882 7 23705612 23712983
ENSSSCG00000001407 7 23713318 23716035
ENSSSCG00000032341 7 23728726 23731675
ENSSSCG00000001409 7 23740255 23756080
ENSSSCG00000018699 7 23742627 23742757
ENSSSCG00000001410 7 23756897 23768666
ENSSSCG00000001411 7 23768984 23773324
ENSSSCG00000063581 7 23773451 23775938
ENSSSCG00000001413 7 23777118 23780851
ENSSSCG00000001414 7 23780210 23792502
ENSSSCG00000062414 7 23786717 23788302
ENSSSCG00000001416 7 23791241 23795734
ENSSSCG00000034923 7 23800932 23814947
ENSSSCG00000063582 7 23817640 23828748
ENSSSCG00000033590 7 23817640 23822382
ENSSSCG00000040885 7 23823393 23825112
ENSSSCG00000060949 7 23826822 23828758
ENSSSCG00000036566 7 23829791 23833196
ENSSSCG00000034664 7 23834930 23838593
ENSSSCG00000038514 7 23838993 23842516
ENSSSCG00000039071 7 23842831 23851167
ENSSSCG00000035596 7 23852918 23872760
ENSSSCG00000063584 7 23871364 23875000
ENSSSCG00000061053 7 23873120 23874967
ENSSSCG00000036796 7 23874899 23885994
ENSSSCG00000038950 7 23886130 23899738
ENSSSCG00000039021 7 23900388 23908526
ENSSSCG00000030368 7 23910079 23914517
ENSSSCG00000063583 7 23914890 23917418
ENSSSCG00000029160 7 23925732 23928180
ENSSSCG00000044572 7 23933386 23936456
ENSSSCG00000044205 7 23933394 23940056
ENSSSCG00000040506 7 23933790 23933852
ENSSSCG00000022712 7 23934454 23934520
ENSSSCG00000046056 7 23934859 23934940
ENSSSCG00000001418 7 23953499 23958638
ENSSSCG00000001419 7 23958942 23977482
ENSSSCG00000001420 7 23977683 23992697
ENSSSCG00000001421 7 23994530 23996980
ENSSSCG00000001422 7 24020290 24034039
ENSSSCG00000024914 7 24034332 24041179
ENSSSCG00000001423 7 24040525 24047025
ENSSSCG00000001424 7 24047016 24057621
ENSSSCG00000001425 7 24056525 24060011
ENSSSCG00000001426 7 24059452 24067384
ENSSSCG00000001427 7 24068013 24083065
ENSSSCG00000001428 7 24086218 24089370
ENSSSCG00000023611 7 24088881 24150596
ENSSSCG00000001430 7 24153574 24171718
ENSSSCG00000001431 7 24172238 24173853
ENSSSCG00000024403 7 24180637 24186908
ENSSSCG00000001433 7 24188352 24200707
ENSSSCG00000001434 7 24201632 24204972
ENSSSCG00000001435 7 24204905 24215108
ENSSSCG00000001436 7 24215704 24217971
ENSSSCG00000001437 7 24218120 24221162
ENSSSCG00000001438 7 24221565 24226940
ENSSSCG00000001439 7 24227575 24229797
ENSSSCG00000001440 7 24231293 24256281
ENSSSCG00000001441 7 24272035 24290743
ENSSSCG00000030901 7 24321687 24338853
ENSSSCG00000001444 7 24403815 24474652
ENSSSCG00000038570 7 24476358 24501365
ENSSSCG00000038892 7 24517590 24520673
ENSSSCG00000063593 7 24607345 24607890
ENSSSCG00000063579 7 24622762 24673925
ENSSSCG00000030874 7 24680988 24712086
ENSSSCG00000033414 7 24723471 24759607
ENSSSCG00000027921 7 24764262 24773528
ENSSSCG00000063576 7 24778322 24789027
ENSSSCG00000025071 7 24789888 24810132
ENSSSCG00000001453 7 24825052 24835158
ENSSSCG00000061450 7 24844966 24856557
ENSSSCG00000031336 7 24867553 24871592
ENSSSCG00000061569 7 24882858 24894198
ENSSSCG00000001455 7 24900422 24914022
ENSSSCG00000001456 7 24953458 24968861
ENSSSCG00000001457 7 24967113 24977240
ENSSSCG00000063573 7 24967886 24968603
ENSSSCG00000062260 7 24982660 24985959
ENSSSCG00000063572 7 24988073 24988352
ENSSSCG00000043413 7 24990860 24991063
ENSSSCG00000001458 7 24993914 25001399
ENSSSCG00000063263 7 25026013 25027469
ENSSSCG00000001459 7 25030438 25037962
ENSSSCG00000025593 7 25043840 25056922
ENSSSCG00000026951 7 25058461 25062245
ENSSSCG00000025618 7 25062768 25074843
ENSSSCG00000001463 7 25072323 25078322
ENSSSCG00000001469 7 25119282 25128236
ENSSSCG00000001470 7 25133497 25137966
ENSSSCG00000001471 7 25150564 25162584
ENSSSCG00000001472 7 25178881 25182707
ENSSSCG00000001473 7 25204491 25234888
ENSSSCG00000001474 7 25236004 25242875
ENSSSCG00000001475 7 25242604 25247408
ENSSSCG00000001476 7 25247608 25249785
ENSSSCG00000018622 7 25250839 25250921
ENSSSCG00000001477 7 25251486 25255522
ENSSSCG00000053841 7 25258631 25262063
ENSSSCG00000001478 7 25344822 25470470
ENSSSCG00000057759 7 25472569 25472672
ENSSSCG00000055495 7 25582789 25587964
ENSSSCG00000062383 7 25589870 25595913
ENSSSCG00000001479 7 25596740 25773273
ENSSSCG00000001480 7 25750184 25808637
ENSSSCG00000001481 7 25826298 25929702
ENSSSCG00000001483 7 26058168 26137655
